Q7L592	Q7L592
Q7L592	Q54S83
Q8IVG5	Q8IVG5
Q8WVM0	Q8WVM0
Q96E11	Q96E11
Q9BRJ2	Q9BRJ2
Q9BUE6	Q9BUE6
Q9BUE6	Q07821
Q9H5Q4	Q9H5Q4
Q9UGC7	Q9UGC7
Q9UGC7	O75570
Q9UGC7	P30775
Q9Y5Y5	Q9Y5Y5
O95433	O95433
P35558	P35558
P35558	Q16822
Q96HA9	Q96HA9
P00973	P00973
P00973	Q15646
O43502	O43502
O43542	O43542
Q8N726	Q8N726
Q8N726	Q64364
Q12802	Q12802
P49802	P49802
P49802	P49758
P49802	O54829
P49802	Q9Z2H2
Q7LDG7	Q7LDG7
Q7LDG7	Q9R1K8
Q7LDG7	O95267
Q7LDG7	Q8BTM9
Q7LDG7	Q8TDF6
Q92597	Q92597
Q92597	Q9ULP0
Q92597	Q62433
P30047	P30047
O15084	O15084
O15084	O75762
O15084	Q8BLA8
O15084	Q7Z020
O15084	O89019
O15084	Q6JAN1
A0JNW5	A0JNW5
Q9BZR8	Q9BZR8
Q6FI81	Q6FI81
Q9C0C7	Q9C0C7
Q9C0C7	A2AH22
Q9NUL7	Q9NUL7
Q9NUL7	Q8W4E1
Q9NUL7	P24783
Q9NUL7	Q9BUQ8
Q9NUL7	Q9UJV9
Q9NUL7	Q8NHQ9
Q9NUL7	Q9H0S4
Q9NUL7	Q9VIF6
Q9NUL7	Q9Y6V7
Q9NUL7	P38112
Q9NUL7	Q92499
Q9NUL7	Q91VR5
Q9NUL7	P38919
Q9NUL7	Q9VHS8
Q9NUL7	Q10I26
Q9NUL7	Q5VNM3
Q9NUL7	Q3B8Q2
Q9NUL7	Q94A52
Q9NUL7	Q6Z2Z4
Q9NUL7	Q5T1V6
Q9NUL7	P60842
Q9NUL7	Q0JM17
Q9NUL7	Q9LFN6
Q9NUL7	Q56XG6
Q9NUL7	Q5JK84
Q9NUL7	Q12099
Q9NUL7	Q8GY84
Q9NUL7	A2XKG2
Q9NUL7	Q27268
Q9NUL7	O00148
Q9NUL7	Q13838
Q9NUL7	O13792
Q9NUL7	Q07478
Q9NUL7	Q96GQ7
Q9NUL7	Q9NR30
Q9NUL7	Q9BQ39
Q9NUL7	Q9JIK5
Q9NUL7	Q8TDD1
Q9NUL7	Q9UHI6
Q9NUL7	O00571
Q9NUL7	O15523
Q9NUL7	Q62167
Q9NUL7	Q62095
Q9NUL7	P26196
Q9NUL7	Q7L014
Q9NUL7	P17844
Q9NUL7	Q92841
Q9NUL7	P15424
Q9NUL7	Q8H0U8
Q9NUL7	P21372
Q9NUL7	Q8H136
Q9NUL7	Q93ZG7
Q9NUL7	P23394
Q9NUL7	Q9QY15
Q9NUL7	Q9UMR2
Q9NUL7	Q9QY16
Q9NUL7	P20447
Q9NUL7	P38719
Q9NUL7	Q9VVK8
Q9NUL7	Q9Y2R4
Q9NUL7	P45818
Q9NUL7	Q86XP3
Q9NUL7	P25808
Q9NUL7	P32892
Q9NUL7	Q03532
Q9NUL7	Q13206
Q9NUL7	Q12389
Q9NUL7	P20448
Q9NUL7	Q8L7S8
Q9NUL7	Q9V3C4
Q9NUL7	P20449
Q9NUL7	Q09747
Q9NUL7	Q86TM3
Q9NUL7	Q8K363
Q9NUL7	Q9NVP1
Q9NUL7	Q09719
Q9NUL7	Q9D0R4
Q9NUL7	Q9NY93
Q9NUL7	Q06218
Q9NPJ1	Q9NPJ1
P09543	P09543
Q9Y244	Q9Y244
Q96BM1	Q96BM1
O14929	O14929
Q9BQ52	Q9BQ52
Q9BQ52	Q8VYS2
Q15650	Q15650
Q5SYB0	Q5SYB0
P33897	P33897
P33897	Q9UBJ2
P33897	Q61285
P33897	Q9QY44
P33897	P16970
P33897	P28288
P33897	Q94FB9
P33897	P34230
P33897	P41909
Q08116	Q08116
Q08116	O43665
Q08116	P41220
Q08116	P49804
Q08116	Q9QZB1
Q08116	O76081
Q08116	Q9QZB0
Q08116	P79348
O94874	O94874
Q8IWL3	Q8IWL3
Q8IWL3	Q8L7K4
Q9BW91	Q9BW91
Q9P2H5	Q9P2H5
Q9P2H5	Q8NB14
Q9GZN2	Q9GZN2
Q9GZN2	P70284
Q9GZN2	Q15583
Q9H7L9	Q9H7L9
Q9H9D4	Q9H9D4
Q9NQX1	Q9NQX1
Q9NQX1	P17012
Q9NQX1	P17010
Q9NQX1	P08048
Q9NQX1	Q3URR7
Q9NQX1	Q96SZ4
Q9NQX1	Q8JZL0
Q9NQX1	Q8N895
Q9NRY2	Q9NRY2
Q9NX70	Q9NX70
Q9NXE8	Q9NXE8
Q9NY74	Q9NY74
Q9P013	Q9P013
Q9UDW3	Q9UDW3
Q9UGR2	Q9UGR2
Q9UHX1	Q9UHX1
Q9UHX1	Q8T6B9
Q9UIL8	Q9UIL8
Q9UK33	Q9UK33
Q9UK99	Q9UK99
Q9UKL0	Q9UKL0
Q9UKL0	Q59E36
Q9UKN8	Q9UKN8
Q9ULV3	Q9ULV3
Q9UQ84	Q9UQ84
Q9Y253	Q9Y253
Q9Y253	Q9VNX1
Q9Y5N6	Q9Y5N6
Q9Y6X0	Q9Y6X0
Q9Y6X0	Q9NR48
Q5TA50	Q5TA50
Q13501	Q13501
Q13501	Q64337
Q9Y6B6	Q9Y6B6
Q9Y6B6	Q9NR31
Q6IQ55	Q6IQ55
A0PJY2	A0PJY2
A0PJY2	Q804Q5
A0PJY2	Q9ESP5
A1L167	A1L167
A6NKF2	A6NKF2
A6NKF2	Q8IVW6
A6NKF2	Q99856
A6NKF2	Q62431
A6NKF2	O02326
O00287	O00287
O43290	O43290
O43290	Q9LFE0
O43313	O43313
O60293	O60293
O60504	O60504
O75971	O75971
O76064	O76064
O76064	Q8VC56
O94782	O94782
O95218	O95218
O95751	O95751
O95948	O95948
O95948	Q8K557
O95948	P70512
O95948	Q9UBC0
O95948	O08755
P0C1Z6	P0C1Z6
P0C1Z6	Q9JMG6
P19447	P19447
P19447	Q02870
P19447	O13768
P19447	Q00578
P23511	P23511
P23511	P23708
P23511	P18576
P27707	P27707
P27707	Q9QX60
P27707	O00142
P27707	Q9R088
P29692	P29692
P31942	P31942
P31942	P31943
P31942	P52597
P31942	P55795
P31942	Q8VHV7
P31942	Q794E4
P31942	Q12849
P36402	P36402
P36402	Q9HCS4
P36402	Q9Z1J1
P36402	P70062
P36402	Q90ZB6
P36402	Q9NQB0
P36402	Q00417
P36402	Q9YHE8
P36402	P27782
P36402	P91943
P36402	Q8IMA8
P41223	P41223
P50548	P50548
P50548	P70459
P52655	P52655
P52655	P52654
P52655	Q8R4I4
P52655	Q9UNN4
P54725	P54725
P54725	P54727
P54725	P54728
P54725	O74803
P54725	Q84L30
P54725	Q84L31
P54725	Q84L33
P54725	P32628
P56282	P56282
P61244	P61244
P61244	P28574
P61244	P52164
P61244	P91664
P61244	Q18711
Q13495	Q13495
Q13889	Q13889
Q15562	Q15562
Q15562	Q15561
Q15562	P28347
Q15562	Q62296
Q15562	Q99594
Q15562	P70210
Q15562	P30052
Q15562	Q19849
Q15697	Q15697
Q15697	Q16670
Q15697	O14978
Q15697	Q8NF99
Q15697	Q8CF60
Q15697	Q91VN1
Q15697	P17028
Q15697	Q9BRR0
Q15697	Q969J2
Q15697	Q96N95
Q15697	Q5SXI5
Q15697	Q99KE8
Q15697	Q9NTW7
Q5M775	Q5M775
Q5QGS0	Q5QGS0
Q5QGS0	D3ZGX1
Q5VTR2	Q5VTR2
Q5VTR2	O75150
Q6B0I6	Q6B0I6
Q6B0I6	O75164
Q6B0I6	O94953
Q6B0I6	Q03833
Q6B0I6	P39956
Q6IEG0	Q6IEG0
Q6W2J9	Q6W2J9
Q6W2J9	Q8CGN4
Q6ZN18	Q6ZN18
Q7Z6K1	Q7Z6K1
Q86UQ0	Q86UQ0
Q86V15	Q86V15
Q86WQ0	Q86WQ0
Q86XK3	Q86XK3
Q86XK3	Q8BP27
Q86YC2	Q86YC2
Q8IYW5	Q8IYW5
Q8N1G1	Q8N1G1
Q8N5A5	Q8N5A5
Q8N5F7	Q8N5F7
Q8N5F7	Q5SZT7
Q8N5F7	Q9VB74
Q8NB91	Q8NB91
Q8NHV9	Q8NHV9
Q8NHV9	F6YCR7
Q8TAT5	Q8TAT5
Q8TAT5	Q8K203
Q8WV22	Q8WV22
Q8WVC0	Q8WVC0
Q8WVC0	Q6NYV9
Q969G3	Q969G3
Q96BN2	Q96BN2
Q96D98	Q96D98
Q96D98	Q8N6I1
Q96DI7	Q96DI7
Q96DI7	Q4VBE8
Q96DI7	Q9BV38
Q96KM6	Q96KM6
Q96P16	Q96P16
Q96P16	Q9NQG5
Q96PN7	Q96PN7
Q96SY0	Q96SY0
Q96SY0	Q9VPY0
Q9BRD0	Q9BRD0
Q9BTL3	Q9BTL3
Q9BUV0	Q9BUV0
Q9BV90	Q9BV90
Q9BXL8	Q9BXL8
Q9BXV9	Q9BXV9
Q9BYN7	Q9BYN7
Q9H0E9	Q9H0E9
Q9H0F5	Q9H0F5
Q9H1D9	Q9H1D9
Q9H1D9	P32910
Q9H582	Q9H582
Q9H5J8	Q9H5J8
Q9H5V7	Q9H5V7
Q9H5Z6	Q9H5Z6
Q9H5Z6	Q8BLQ0
Q9H875	Q9H875
Q9H875	Q9CWV6
Q9UBC1	Q9UBC1
Q9UHV7	Q9UHV7
Q9UJX5	Q9UJX5
Q9ULJ3	Q9ULJ3
Q9UNA4	Q9UNA4
Q9UNN5	Q9UNN5
Q9Y2X0	Q9Y2X0
O43236	O43236
Q86YD1	Q86YD1
O14981	O14981
O14981	P32333
O14981	O43065
O60671	O60671
O75506	O75506
O75506	Q8GW48
O75528	O75528
O75529	O75529
O75529	P49846
O75529	Q15542
O75529	Q9VCN9
O75575	O75575
O75575	P47076
O75575	Q9C0Z9
P10914	P10914
P10914	P15314
P18847	P18847
P25208	P25208
P25208	P63140
P25208	P63139
P25208	O23310
P25208	Q0J7P4
P25208	Q69J40
P25208	P13434
P29083	P29083
P29374	P29374
P33240	P33240
P33240	Q8BIQ5
P33240	Q8C7E9
P35244	P35244
P35269	P35269
P41161	P41161
P48382	P48382
P48382	Q9JL61
P48552	P48552
P48552	Q8CBD1
P55081	P55081
P55081	Q93712
Q01543	Q01543
Q01543	Q99581
Q01543	P11308
Q01543	P81270
Q01543	P14921
Q01543	P15036
Q01543	P15037
Q01543	P51023
Q01543	Q00422
Q01543	Q06546
Q01543	Q04688
Q02080	Q02080
Q02080	Q02078
Q02080	Q2MJT0
Q02080	Q60929
Q02080	Q03414
Q02080	Q03413
Q02080	Q14814
Q02080	Q63943
Q02080	O89038
Q02080	A0A096MJY4
Q02080	Q8CFN5
Q05519	Q05519
Q05519	Q9JKL7
Q05519	Q8WXA9
Q9NVU0	Q9NVU0
Q9NZC9	Q9NZC9
Q9NZC9	Q5FWF4
Q9NZQ3	Q9NZQ3
Q9UBE0	Q9UBE0
Q9UFW8	Q9UFW8
Q9UIG0	Q9UIG0
Q9Y2D9	Q9Y2D9
Q9Y2D9	Q96EQ9
Q9Y4X0	Q9Y4X0
Q9Y4Z0	Q9Y4Z0
Q9Y4Z0	F4K4E3
Q9Y4Z0	Q9QXA5
Q9Y4Z0	Q1H595
Q9Y4Z0	Q9Y333
Q9Y4Z0	Q9UUC6
Q9Y4Z0	P43321
Q9Y4Z0	P62320
Q9Y4Z0	P62318
Q9Y4Z0	P40070
Q9Y5A7	Q9Y5A7
Q9Y5Q9	Q9Y5Q9
Q9Y6J0	Q9Y6J0
P09118	P09118
P09118	P25688
P09118	P16163
P09118	P53763
P09118	P04670
P09118	O04104
P09118	O74409
P09118	P33282
P11930	P11930
Q08558	Q08558
Q08558	Q05871
A8MZ59	A8MZ59
O14867	O14867
O14867	P97302
O14867	P97303
O14867	Q9BYV9
O15014	O15014
O15014	Q8BZ47
O43829	O43829
O75592	O75592
O75592	Q7TPH6
O94851	O94851
O94851	Q7RTP6
O94864	O94864
O94888	O94888
O95104	O95104
O95104	Q63623
O95104	Q9UPN6
O95104	Q6DID3
O95926	O95926
P09234	P09234
P09234	Q9P794
P24522	P24522
P28324	P28324
P28324	P19419
P28324	P41969
P28324	P41970
Q96ST2	Q96ST2
Q99990	Q99990
Q99990	Q8BGW8
Q9BQA5	Q9BQA5
Q9BTF0	Q9BTF0
Q9BUU2	Q9BUU2
Q9BWC9	Q9BWC9
Q9BY27	Q9BY27
Q9BY27	Q14129
Q9GZR1	Q9GZR1
Q9H3F6	Q9H3F6
Q9H3F6	Q8WZ19
Q9H3F6	Q13829
Q9H3F6	Q8BGV7
Q9H3P2	Q9H3P2
Q9H8M2	Q9H8M2
Q9H8M2	O88665
Q9H8M2	Q9NPI1
Q9H9A7	Q9H9A7
Q9HCS7	Q9HCS7
Q9HCS7	A1Z9G2
Q9NPC7	Q9NPC7
Q9NPC7	Q13105
Q9NPC7	Q6ZSB9
Q9NPI8	Q9NPI8
Q9NQ31	Q9NQ31
Q9NQV6	Q9NQV6
Q9NZC4	Q9NZC4
Q9NZC4	P78545
Q9NZC4	Q3UPW2
Q9UBP6	Q9UBP6
Q9UBP6	Q12009
Q9UHH9	Q9UHH9
Q9UHH9	Q92551
Q9UI36	Q9UI36
Q9UID6	Q9UID6
Q9UL49	Q9UL49
Q9Y5Q8	Q9Y5Q8
Q9Y6W3	Q9Y6W3
Q15436	Q15436
O23299	O23299
O23299	O23300
O23299	O04469
O23722	O23722
P97852	P97852
P97852	P22414
Q62924	Q62924
P07332	P07332
P07332	P16591
P07332	P70451
P07332	P43404
P07332	P43403
P07332	P24604
P07332	P42680
P07332	Q00655
P07332	P07948
P07332	P06241
P07332	Q6EWH2
P07332	P39688
P07332	P42685
P07332	P08631
P07332	P06239
P07332	P06240
P07332	P08103
P07332	P50545
P07332	A1A5H8
P07332	P07947
P07332	P09769
P07332	P12931
P07332	F1LM93
P07332	P05480
P07332	P14234
P07332	Q6P6U0
P07332	P00523
P07332	G5EE56
P07332	P00520
P07332	P00519
P07332	P35991
P07332	Q06187
P07332	Q22146
P07332	Q03526
P07332	P41241
P07332	Q64434
P07332	Q13882
P07332	P03949
P07332	P42682
P07332	P42681
P07332	O01798
O96000	O96000
O96000	Q9DCS9
Q16891	Q16891
Q5XKP0	Q5XKP0
Q86UT6	Q86UT6
Q9H3K2	Q9H3K2
Q64MA3	Q64MA3
Q652K4	Q652K4
Q652K4	Q9SD40
Q652K4	Q9FXH7
Q6PB66	Q6PB66
Q6PB66	P42704
Q6PB66	Q5SGE0
Q6PDY0	Q6PDY0
Q6PDY0	Q15834
Q75GR5	Q75GR5
Q75GR5	G5EFF1
Q75GR5	Q9QYS9
Q75GR5	Q96PU8
Q75GR5	O01367
Q75GR5	Q32NN2
Q7KHG2	Q7KHG2
Q7ZT82	Q7ZT82
Q7ZT82	O43251
Q7ZT82	Q8BP71
Q7ZT82	Q10572
Q7ZT82	A6NFN3
Q7ZT82	Q8BIF2
Q7ZT82	Q9JJ43
Q80US8	Q80US8
Q80US8	Q60948
Q80US8	P50540
Q80US8	P50539
Q80VR2	Q80VR2
Q80VR2	Q9HB65
Q84TH9	Q84TH9
Q867Z4	Q867Z4
Q867Z4	P42283
Q867Z4	Q9V5M3
Q867Z4	Q7KQZ4
Q867Z4	P42284
Q867Z4	Q9V5M6
Q86BP6	Q86BP6
Q8BIW9	Q8BIW9
Q8BIW9	Q8WVB6
Q8BMA5	Q8BMA5
Q8BMA5	Q14207
Q8H0V5	Q8H0V5
Q8H110	Q8H110
Q8H110	Q14320
Q8H1D9	Q8H1D9
Q8H1D9	Q9NUW8
Q8H1D9	Q8BJ37
Q8IG69	Q8IG69
Q8IPX7	Q8IPX7
Q8IPX7	Q9NQT5
Q8IPX7	Q08285
Q8ITW8	Q8ITW8
Q8LEA8	Q8LEA8
Q8MXU4	Q8MXU4
Q8RWV8	Q8RWV8
Q8RWV8	Q96LT9
Q8VWG3	Q8VWG3
Q8VWG3	Q9SVY1
Q8VWG3	Q0WT24
Q8VZ20	Q8VZ20
Q8W489	Q8W489
Q91X44	Q91X44
Q91X44	Q14397
Q91X44	Q07071
Q91XJ0	Q91XJ0
Q91Z31	Q91Z31
Q91Z31	P26599
Q91Z31	Q00438
Q91Z31	P17225
Q920Q2	Q920Q2
Q920Q2	Q9UBZ9
Q93VM9	Q93VM9
Q93VM9	Q8R3N6
Q93VM9	Q96FV9
Q94FL6	Q94FL6
Q94FL6	F4IRB4
Q99PP2	Q99PP2
Q99PP2	Q5VUA4
Q9C516	Q9C516
Q9C516	C6KIE6
Q9C516	O80462
Q9D4H9	Q9D4H9
Q9D4H9	O94880
Q9EST4	Q9EST4
P40090	P40090
P40096	P40096
P40096	Q8LCG7
P40096	Q655V5
P40096	P70353
P40096	Q13952
P40096	A6BLW4
P40096	Q02516
P40096	Q9XE33
P40096	O17072
P40505	P40505
P41546	P41546
P41895	P41895
P42073	P42073
P42774	P42774
P42774	P42775
P42774	Q84LG2
P42774	Q501B2
P42774	P42776
P42774	P25032
P46676	P46676
P47821	P47821
P48412	P48412
P50874	P50874
P51949	P51949
P51949	P51948
P51949	P51950
P51949	O94684
P52553	P52553
P52553	Q2HIK4
P52656	P52656
P52656	P52657
P52656	P32774
P53034	P53034
P53034	Q9CAQ8
P53125	P53125
P53201	P53201
P53628	P53628
P53833	P53833
P53846	P53846
P53920	P53920
P62806	P62806
P62806	P02309
P62806	P62784
P62806	P62804
P62806	P62797
P62806	P62799
P62806	P62801
P62806	Q76NW2
P62806	P62787
P62806	Q41811
P63002	P63002
P70338	P70338
P70338	Q5VTD9
P70338	Q99684
P70338	O70237
P97931	P97931
P97931	P13051
P97931	Q9LIH6
P97931	Q9U221
P97931	P12887
Q01454	Q01454
Q01842	Q01842
Q02796	Q02796
Q03433	Q03433
Q03774	Q03774
Q04659	Q04659
Q04779	Q04779
Q05027	Q05027
Q05027	Q16594
Q05027	Q27272
Q05123	Q05123
Q05543	Q05543
Q06505	Q06505
Q06623	Q06623
Q08923	Q08923
Q0D3I7	Q0D3I7
Q0J995	Q0J995
Q0ZCJ7	Q0ZCJ7
Q12050	Q12050
Q12223	Q12223
Q12318	Q12318
Q12373	Q12373
Q18221	Q18221
Q19872	Q19872
Q20646	Q20646
Q21148	Q21148
Q24174	Q24174
Q24562	Q24562
Q24562	P26369
Q24562	P26368
Q24562	O23212
Q24562	Q8L716
Q24562	P36629
Q26366	Q26366
Q27403	Q27403
Q27403	O75603
Q38796	Q38796
Q38897	Q38897
Q02637	Q02637
Q03372	Q03372
Q03373	Q03373
Q03631	Q03631
Q04003	Q04003
Q04048	Q04048
Q06339	Q06339
Q06629	Q06629
Q07913	Q07913
Q08683	Q08683
Q08874	Q08874
Q08874	O75030
Q08874	O14948
Q08874	Q64092
Q08874	P19532
Q08874	Q9R210
Q08874	P19484
Q08874	H2KZZ2
Q0IGK1	Q0IGK1
Q0WP44	Q0WP44
Q10SU5	Q10SU5
Q10SU5	Q9M548
Q10SU5	Q8H1E8
Q11107	Q11107
Q12146	Q12146
Q12216	Q12216
Q12216	Q04195
Q12216	O94451
Q12309	Q12309
Q12309	Q9BZJ0
Q1G3I2	Q1G3I2
Q23405	Q23405
Q24143	Q24143
Q24573	Q24573
Q2MHN3	Q2MHN3
Q2MHN3	Q9C0A1
Q2MHN3	Q15911
Q39009	Q39009
Q39009	P25453
Q39009	Q27297
Q39009	P25454
Q39009	Q06609
Q39009	Q08297
Q39009	P36601
Q39009	Q61880
Q39009	Q14565
Q3E7C1	Q3E7C1
Q3UL53	Q3UL53
Q3UNW5	Q3UNW5
Q3UNW5	Q9NZI6
Q3UNW5	Q12800
Q3UNW5	Q9NZI7
Q3UZ39	Q3UZ39
Q3UZ39	Q66HF9
Q3UZ39	Q32MZ4
Q45EK2	Q45EK2
Q54ER9	Q54ER9
Q54ER9	Q54XG7
Q54HS3	Q54HS3
Q5SU73	Q5SU73
Q5SU73	P38432
Q5ZEP9	Q5ZEP9
Q62315	Q62315
Q62315	Q92833
Q63398	Q63398
Q63398	Q07802
Q63398	Q9H4W6
Q63638	Q63638
Q63638	Q15772
Q63638	Q62407
Q64267	Q64267
Q64267	P23025
Q69ZR9	Q69ZR9
Q69ZR9	Q9UK61
Q6EPZ0	Q6EPZ0
Q6EPZ0	Q9C519
Q6EPZ0	Q6IEL0
Q6EPZ0	Q6QHD1
Q6NLW5	Q6NLW5
Q6NQK2	Q6NQK2
Q6PFX2	Q6PFX2
Q6SKR2	Q6SKR2
Q6SKR2	Q03920
Q6SKR2	Q9Y5R4
Q6T938	Q6T938
Q6T938	O43427
Q6Y685	Q6Y685
Q6Y685	O75410
Q6Z2G7	Q6Z2G7
Q6Z2G7	Q8GY61
Q6Z2G7	Q0J0G7
Q6Z2G7	A3BV95
Q6Z2G7	Q69WS3
Q6ZJM9	Q6ZJM9
O81787	O81787
P04386	P04386
P05084	P05084
P06701	P06701
P06778	P06778
P07261	P07261
P07269	P07269
P0DKH5	P0DKH5
P0DKH5	E1B328
P0DKH5	V9M398
P0DKH5	V9M2S5
P0DOY1	P0DOY1
P0DOY1	O88509
P0DOY1	Q9UBC3
P0DOY1	O88508
P0DOY1	Q9Y6K1
P10862	P10862
P11746	P11746
P12383	P12383
P13469	P13469
P17629	P17629
P18480	P18480
P18494	P18494
P18911	P18911
P18911	P10276
P18911	P13631
P18911	P10826
P18911	P11416
P18911	P06401
P18911	Q00175
P18911	P07812
P18911	P04150
P18911	Q92731
P18911	P49116
P18911	P24468
P18911	O09018
P18911	P43135
P18911	P43136
P18911	P10588
P18911	Q505F1
P18911	Q26622
P18911	O75469
P18911	P11473
P18911	P28702
P18911	P48443
P18911	P20153
P18911	P28700
P18911	P19793
P18911	Q05343
P18911	Q8T5C6
P18911	Q5I7G2
P18911	P43354
P18911	P22736
P18911	P12813
P18911	P11474
P18911	Q14994
P18911	O35627
P18911	P03372
P18911	P34021
P18911	Q96RI1
P18911	Q60641
P18911	P49880
P18911	O18473
P18911	P91829
P18911	Q24142
P18911	P15207
P18911	P10275
P18911	P41829
P18911	P49698
P18911	P41235
P18911	P22449
P18911	P49866
P18911	Q64104
P18911	P35396
P18911	Q03181
P18911	P37230
P18911	Q07869
P18911	P23204
P18911	P37238
P18911	P37231
P18911	P37232
P18911	P49869
P18911	P63059
P18911	P10827
P18911	P10828
P18911	Q98867
P18911	Q9PVE4
P18911	P37242
P18911	P18113
P18911	P63058
P18911	P15204
P18911	P04625
P18911	P18115
P18911	P68306
P18911	P18117
P18911	Q04752
P18911	Q13285
P18911	P33242
P18911	O00482
P18911	P45448
P18911	P33244
P18911	Q8VII8
P18911	P08235
P18911	Q9QXZ7
P18911	Q9Y5X4
P18911	G5EDJ0
P18911	Q9Z0Y9
P18911	Q13133
P18911	Q61539
P18911	O95718
P18911	P06537
P18911	P06536
P18911	Q8AYI2
P19538	P19538
P19538	P10070
P19538	P08151
P19538	P10071
P19538	Q61602
P19538	P47806
P19538	Q0VGT2
P19538	Q6XP49
P19538	Q8K1M4
P21784	P21784
P22469	P22469
P25632	P25632
P26188	P26188
P26754	P26754
P26754	Q92373
P26755	P26755
P32389	P32389
P32833	P32833
P33203	P33203
P33308	P33308
P33399	P33399
P33399	Q93ZV7
P33399	Q26457
P33441	P33441
P34218	P34218
P35728	P35728
P38074	P38074
P38074	Q96LA8
P38074	Q9NR22
P38074	Q99873
P38074	Q9JIF0
P38074	Q63009
P38074	A8IEF3
P38074	O70467
P38074	O60678
P38074	Q84W92
P38074	P55345
P38074	Q9VH48
P38074	Q9WVG6
P38074	Q86X55
P38074	Q4AE70
P38074	Q9SU94
P38074	Q9URX7
P38074	O82210
P38074	O13648
P38262	P38262
P38291	P38291
P38806	P38806
P39678	P39678
P40164	P40164
P40688	P40688
P40957	P40957
P40993	P40993
P43572	P43572
P43605	P43605
P46678	P46678
P47027	P47027
P47822	P47822
P48512	P48512
P48512	Q00403
P48512	P29055
P48987	P48987
P52172	P52172
P53277	P53277
P53331	P53331
P53552	P53552
P53877	P53877
P53919	P53919
P81269	P81269
P81269	P18846
P81269	P16220
P81269	P15337
P81269	Q01147
P81269	P27925
P81269	Q03061
P81269	Q03060
P81269	P27699
P92973	P92973
P92973	Q6R0H1
P92973	A0A0P0XBU0
Q00816	Q00816
Q02336	Q02336
Q02336	Q9P7J7
Q02336	Q8CHV6
Q02336	O75478
Q02336	Q7KSD8
Q02336	Q9ATB4
Q02336	Q75LL6
Q02336	Q8I8V0
Q02775	Q02775
Q03063	Q03063
Q03067	Q03067
Q03388	Q03388
Q04149	Q04149
Q04226	Q04226
Q04264	Q04264
Q05949	Q05949
Q06213	Q06213
Q07979	Q07979
Q08024	Q08024
Q08278	Q08278
Q08278	O43513
